,Movie ID,Actor 1,Actor 2,Actor 3,Director
1557,280092,Stefanie Scott,Lin Shaye,Dermot Mulroney,Leigh Whannell
1558,99861,Robert Downey Jr.,James Spader,Mark Ruffalo,Joss Whedon
1559,214756,Mark Wahlberg,Seth MacFarlane,Amanda Seyfried,Seth MacFarlane
1560,325358,Alex Ashbaugh,Dale Pavinski,Andrea Navedo,Jason Friedberg
1561,177677,Tom Cruise,Jeremy Renner,Simon Pegg,Christopher McQuarrie
1562,303857,Masako Nozawa,Ryou Horikawa,Ryusei Nakao,Tadayoshi Yamamuro
1563,168259,Vin Diesel,Paul Walker,Jason Statham,James Wan
1564,150689,Lily James,Cate Blanchett,Richard Madden,Kenneth Branagh
1565,76341,Tom Hardy,Charlize Theron,Nicholas Hoult,George Miller
1566,198184,Sharlto Copley,Dev Patel,Hugh Jackman,Neill Blomkamp
1567,135397,Chris Pratt,Bryce Dallas Howard,Ty Simpkins,Colin Trevorrow
1568,257344,Adam Sandler,Kevin James,Michelle Monaghan,Chris Columbus
1569,312221,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Ryan Coogler
1570,273481,Emily Blunt,Benicio del Toro,Josh Brolin,Denis Villeneuve
1571,105864,Frances McDormand,Raymond Ochoa,Jeffrey Wright,Peter Sohn
1572,347201,Yuko Sanpei,Kokoro Kikuchi,Junko Takeuchi,Hiroyuki Yamashita
1573,140607,Harrison Ford,Mark Hamill,Carrie Fisher,J.J. Abrams
1574,262500,Shailene Woodley,Theo James,Miles Teller,Robert Schwentke
1575,277217,Dove Cameron,Cameron Boyce,Booboo Stewart,Kenny Ortega
1576,273477,Tye Sheridan,Sarah Dumont,Logan Miller,Christopher Landon
1577,281957,Leonardo DiCaprio,Tom Hardy,Domhnall Gleeson,Alejandro González Iñárritu
1578,294254,Dylan O'Brien,Ki Hong Lee,Kaya Scodelario,Wes Ball
1579,76757,Channing Tatum,Mila Kunis,Sean Bean,Lilly Wachowski
1580,324558,Chanel Preston,Christy Canyon,Georgina Spelvin,Eli Cross
1581,286217,Matt Damon,Jessica Chastain,Kristen Wiig,Ridley Scott
1582,131634,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Francis Lawrence
1583,357096,Sarah Butler,Jennifer Landon,Jeff Branson,R.D. Braunstein
1584,249070,Rupert Friend,Zachary Quinto,Hannah Ware,Aleksander Bach
1585,238713,Melissa McCarthy,Jason Statham,Jude Law,Paul Feig
1586,293863,Blake Lively,Michiel Huisman,Harrison Ford,Lee Toland Krieger
1587,102899,Paul Rudd,Michael Douglas,Evangeline Lilly,Peyton Reed
1588,265208,Jason Statham,Michael Angarano,Dominik Garcia,Simon West
1589,276907,Tom Hardy,Emily Browning,Christopher Eccleston,Brian Helgeland
1590,206647,Daniel Craig,Christoph Waltz,Léa Seydoux,Sam Mendes
1591,296099,Ed Helms,Christina Applegate,Chevy Chase,John Francis Daley
1592,263472,Keanu Reeves,Lorenza Izzo,Ana de Armas,Eli Roth
1593,228161,Jim Parsons,Rihanna,Steve Martin,Tim Johnson
1594,307081,Jake Gyllenhaal,Rachel McAdams,Forest Whitaker,Antoine Fuqua
1595,257211,Robert De Niro,Anne Hathaway,Rene Russo,Nancy Meyers
1596,227719,Jonny Weston,Virginia Gardner,Sofia Black-D'Elia,Dean Israelite
1597,228165,Tom Kenny,Bill Fagerbakke,Rodger Bumpass,Mike Mitchell
1598,201088,Chris Hemsworth,Tang Wei,Leehom Wang,Michael Mann
1599,360784,Alexander Skarsgård,Andrea Riseborough,Emily Alyn Lind,Matt Duffer
1600,256591,Will Smith,Margot Robbie,Rodrigo Santoro,Glenn Ficarra
1601,159824,Adam Sandler,Andy Samberg,Selena Gomez,Genndy Tartakovsky
1602,158852,George Clooney,Hugh Laurie,Britt Robertson,Brad Bird
1603,355111,Kelly Sheridan,Chiara Zanni,Bethany Brown,Karen J. Lloyd
1604,274854,Vin Diesel,Rose Leslie,Elijah Wood,Breck Eisner
1605,254470,Anna Kendrick,Brittany Snow,Rebel Wilson,Elizabeth Banks
1606,257088,Edgar Ramírez,Luke Bracey,Teresa Palmer,Ericson Core
1607,373879,Mayumi Tanaka,Akemi Okamura,Ikue Otani,Konosuke Uda
1608,211672,Sandra Bullock,Jon Hamm,Michael Keaton,Kyle Balda
1609,375846,Alyshia Ochse,Devon Werkheiser,Ryan Whitney Newman,Doug Campbell
1610,318846,Christian Bale,Steve Carell,Ryan Gosling,Adam McKay
1611,258509,Jason Lee,Justin Long,Bella Thorne,Walt Becker
1612,310131,Anya Taylor-Joy,Ralph Ineson,Kate Dickie,Robert Eggers
1613,203801,Henry Cavill,Armie Hammer,Alicia Vikander,Guy Ritchie
1614,273248,Samuel L. Jackson,Kurt Russell,Jennifer Jason Leigh,Quentin Tarantino
1615,181283,Tom Hardy,Gary Oldman,Noomi Rapace,Daniel Espinosa
1616,350499,Rica Matsumoto,Ikue Otani,Mayuki Makiguchi,Kunihiko Yuyama
1617,295830,Haruma Miura,Kiko Mizuhara,Kanata Hongo,Shinji Higuchi
1618,166424,Miles Teller,Michael B. Jordan,Kate Mara,Stephen E. Rivkin
1619,257445,Jack Black,Dylan Minnette,Odeya Rush,Rob Letterman
1620,264660,Domhnall Gleeson,Alicia Vikander,Oscar Isaac,Alex Garland
1621,351694,Zhang Lei,Lin Zijie,Tong Zirong,Tian Xiao Peng
1622,340382,Haruma Miura,Kiko Mizuhara,Kanata Hongo,Shinji Higuchi
1623,266647,Levi Miller,Garrett Hedlund,Hugh Jackman,Joe Wright
1624,287948,Ed Skrein,Ray Stevenson,Loan Chabanol,Camille Delamarre
1625,318256,Stella May,Brian Omally,Ava Taylor,Ronna Gradus
1626,287424,Arnold Schwarzenegger,Abigail Breslin,Joely Richardson,Henry Hobson
1627,274167,Will Ferrell,Mark Wahlberg,Linda Cardellini,Sean Anders
1628,315465,Koji Yakusho,Aoi Miyazaki,Shota Sometani,Mamoru Hosoda
1629,157544,Kathleen Robertson,Montanna Gillis,Olivia Taylor Dudley,Mark Neveldine
1630,283445,James Ransone,Shannyn Sossamon,Robert Daniel Sloan,Ciarán Foy
1631,256040,Prabhas,Rana Daggubati,Tamannaah Bhatia,S. S. Rajamouli
1632,323272,Karen Abercrombie,Priscilla C. Shirer,T.C. Stallings,Alex Kendrick
1633,339530,Michael Gross,Jamie Kennedy,Pearl Thusi,Don Michael Paul
1634,243688,Sam Rockwell,Rosemarie DeWitt,Saxon Sharbino,Gil Kenan
1635,290764,Taylor Lautner,Marie Avgeropoulos,Adam Rayner,Daniel Benmayor
1636,253412,Jason Clarke,Josh Brolin,John Hawkes,Baltasar Kormákur
1637,336882,Kristoffer Joner,Ane Dahl Torp,Jonas Hoff Oftebro,Roar Uthaug
1638,339527,Anthony Hopkins,Jeffrey Dean Morgan,Abbie Cornish,Afonso Poyart
1639,298312,Olivia DeJonge,Ed Oxenbould,Deanna Dunagan,M. Night Shyamalan
1640,256961,Kevin James,Raini Rodriguez,Neal McDonough,Andy Fickman
1641,192141,Owen Wilson,Lake Bell,Pierce Brosnan,John Erick Dowdle
1642,361380,Kelly Sheridan,Kazumi Evans,Claire Maggie Corlett,Andrew Tan
1643,238615,Ryan Reynolds,Ben Kingsley,Natalie Martinez,Tarsem Singh
1644,94365,Dieter Laser,Bree Olson,Eric Roberts,Tom Six
1645,359983,Max Charles,Joshua Rush,Madison Pettis,Howy Parkins
1646,325348,Sharlto Copley,Danila Kozlovsky,Haley Bennett,Ilya Naishuller
1647,370964,Mariya Poezzhaeva,Matvey Lykov,Stanislav Lyubshin,Indar Dzhendubaev
1648,264999,Channing Tatum,Matt Bomer,Joe Manganiello,Gregory Jacobs
1649,360404,Salli Saffioti,Missi Hale,TJ Smith,William Lau
1650,227973,Noah Schnapp,Bill Melendez,Marleik 'Mar Mar' Walker,Steve Martino
1651,271718,Amy Schumer,Bill Hader,Brie Larson,Judd Apatow
1652,307663,Ambyr Childers,Thomas Jane,Bryan Greenberg,Brian A. Miller
1653,205775,Chris Hemsworth,Benjamin Walker,Cillian Murphy,Ron Howard
1654,300168,Jackie Chan,John Cusack,Adrien Brody,Daniel Lee Yan-Kong
1655,210860,Johnny Depp,Gwyneth Paltrow,Ewan McGregor,David Koepp
1656,347969,Adam Sandler,Taylor Lautner,Steve Buscemi,Frank Coraci
1657,252838,Kevin Hart,Josh Gad,Kaley Cuoco,Jeremy Garelick
1658,323372,Alba Ribas,Cristian Valencia,Bernat Saumell,Hèctor Hernández Vicens
1659,346808,Olga Kurylenko,Morgan Freeman,James Purefoy,Stephen S. Campanelli
1660,277216,O'Shea Jackson Jr.,Corey Hawkins,Jason Mitchell,F. Gary Gray
1661,257091,Will Ferrell,Kevin Hart,Alison Brie,Etan Cohen
1662,326359,Kristen Bell,Idina Menzel,Jonathan Groff,Chris Buck
1663,333596,C. Thomas Howell,Sean Astin,Jon Voight,Jon Erwin
1664,316322,Kelly Sheridan,Britt Irvin,Michael Kopsa,Ezekiel Norton
1665,292431,Karl Glusman,Aomi Muyock,Klara Kristin,Gaspar Noé
1666,332270,Yulia Peresild,Yevgeni Tsyganov,Natella Abeleva-Taganova,Sergey Mokritsky
1667,309809,Jeff Bridges,Mackenzie Foy,Rachel McAdams,Mark Osborne
1668,353326,Dev Patel,Jeremy Irons,Toby Jones,Matt Brown
1669,228205,Scott Eastwood,Britt Robertson,Lolita Davidovich,"George Tillman, Jr."
1670,323660,Marah Fairclough,Lauren Parkinson,Justine Herron,Jeremy M. Inman
1671,273153,Izïa Higelin,Cécile de France,Noémie Lvovsky,Catherine Corsini
1672,282070,Shota Sometani,Ai Hashimoto,Sadawo Abe,Takashi Yamazaki
1673,228973,Missy Peregrym,Jeff Roop,Eric Balfour,Adam MacDonald
1674,302429,Alan Cumming,Evan Rachel Wood,Elijah Kelley,Gary Rydstrom
1675,228066,James McAvoy,Daniel Radcliffe,Jessica Brown Findlay,Paul McGuigan
1676,366644,Xiaosong Gao,Xiaoxing Yi,White-K,Gary Wang
1677,241257,Ethan Hawke,Emma Watson,David Thewlis,Alejandro Amenábar
1678,300803,Julian Morris,Tamzin Merchant,Ben Kingsley,Colin Teague
1679,382517,Donny Lucas,William Townsend,Melissa Sturm,David Feiss
1680,351964,Lyndsy Fonseca,Michael Doneger,Tommy Dewey,Will Slocombe
1681,348892,Salman Khan,Kareena Kapoor Khan,Harshaali Malthotra,Kabir Khan
1682,334074,Pierce Brosnan,Milla Jovovich,Dylan McDermott,James McTeigue
1683,342878,Vincent Cassel,François Cluzet,Alice Isaaz,Jean-François Richet
1684,354857,J.G. Quintel,Mark Hamill,Sam Marin,J.G. Quintel
1685,287903,Adam Scott,Toni Collette,Allison Tolman,Michael Dougherty
1686,241554,Liam Neeson,Joel Kinnaman,Ed Harris,Jaume Collet-Serra
1687,343795,Kate Bosworth,Hayden Christensen,Hudson Meek,Michael Polish
1688,254320,Colin Farrell,Rachel Weisz,Jessica Barden,Yorgos Lanthimos
1689,321494,RZA,Dustin Nguyen,Eugenia Yuan,Roel Reiné
1690,365222,Donnie Yen,Zhang Jin,Lynn Hung,Wilson Yip
1691,146301,Cara Pifko,Olivia Taylor Dudley,Brit Shaw,Gregory Plotkin
1692,354110,Demi Moore,Kiefer Sutherland,Donald Sutherland,Jon Cassar
1693,264419,Bruno Bichir,Maite Perroni,Carlos Espejel,Rodolfo Riva Palacio Alatriste
1694,201085,Mia Wasikowska,Jessica Chastain,Tom Hiddleston,Guillermo del Toro
1695,274109,Mario Casas,Adriana Ugarte,Macarena García,Fernando González Molina
1696,306819,Eddie Redmayne,Alicia Vikander,Matthias Schoenaerts,Tom Hooper
1697,295964,Bradley Cooper,Sienna Miller,Omar Sy,John Wells
1698,324963,Haviland Stillwell,Karen Strassman,Laura Bailey,William Lau
1699,396263,Yuki Kaji,Daisuke Ono,Saori Hayami,Keiichi Sato
1700,324786,Andrew Garfield,Sam Worthington,Vince Vaughn,Mel Gibson
1701,293660,Ryan Reynolds,Morena Baccarin,Ed Skrein,Tim Miller
1702,348893,Scott Adkins,Teodora Duhovnikova,Alon Abutbul,Todor Chapkanov
1703,259693,Patrick Wilson,Vera Farmiga,Madison Wolfe,James Wan
1704,296096,Emilia Clarke,Sam Claflin,Janet McTeer,Thea Sharrock
1705,209112,Ben Affleck,Henry Cavill,Jesse Eisenberg,Zack Snyder
1706,372058,Ryunosuke Kamiki,Mone Kamishiraishi,Ryo Narita,Makoto Shinkai
1707,269149,Jason Bateman,Ginnifer Goodwin,Idris Elba,Byron Howard
1708,271110,Chris Evans,Robert Downey Jr.,Scarlett Johansson,Anthony Russo
1709,396535,Gong Yoo,Kim Su-an,Jung Yu-mi,Yeon Sang-ho
1710,284052,Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams,Scott Derrickson
1711,297761,Will Smith,Jared Leto,Margot Robbie,David Ayer
1712,259316,Eddie Redmayne,Katherine Waterston,Dan Fogler,David Yates
1713,223702,Seth Rogen,Kristen Wiig,Jonah Hill,Conrad Vernon
1714,381284,Taraji P. Henson,Octavia Spencer,Janelle Monáe,Theodore Melfi
1715,335797,Matthew McConaughey,Reese Witherspoon,Seth MacFarlane,Garth Jennings
1716,246655,James McAvoy,Michael Fassbender,Oscar Isaac,Bryan Singer
1717,308531,Megan Fox,Laura Linney,Will Arnett,Dave Green
1718,290098,Kim Min-hee,Kim Tae-ri,Ha Jung-woo,Park Chan-wook
1719,316727,Elizabeth Mitchell,Frank Grillo,Mykelti Williamson,James DeMonaco
1720,329865,Amy Adams,Jeremy Renner,Forest Whitaker,Denis Villeneuve
1721,375794,Omar Chaparro,Martha Higareda,Fernanda Castillo,Nacho G. Velilla
1722,140300,Jack Black,Bryan Cranston,Dustin Hoffman,Jennifer Yuh Nelson
1723,343611,Tom Cruise,Cobie Smulders,Danika Yarosh,Edward Zwick
1724,311324,Matt Damon,Jing Tian,Willem Dafoe,Zhang Yimou
1725,378064,Miyu Irino,Saori Hayami,Aoi Yuki,Naoko Yamada
1726,300671,John Krasinski,James Badge Dale,Dominic Fumusa,Michael Bay
1727,333484,Denzel Washington,Chris Pratt,Ethan Hawke,Antoine Fuqua
1728,278924,Jason Statham,Jessica Alba,Tommy Lee Jones,Dennis Gansel
1729,391757,Michael Jai White,Josh Barnett,Gillian White,Michael Jai White
1730,382512,Troy Baker,Grey DeLisle,Phil LaMarr,Rick Morales
1731,127380,Albert Brooks,Ellen DeGeneres,Ed O'Neill,Andrew Stanton
1732,241259,Anne Hathaway,Mia Wasikowska,Johnny Depp,James Bobin
1733,323677,Stephan James,Jason Sudeikis,Carice van Houten,Stephen Hopkins
1734,278154,Ray Romano,John Leguizamo,Denis Leary,Mike Thurmeier
1735,283366,Eva Green,Asa Butterfield,Samuel L. Jackson,Tim Burton
1736,346672,Kate Beckinsale,Theo James,Tobias Menzies,Anna Foerster
1737,278927,Neel Sethi,Bill Murray,Ben Kingsley,Jon Favreau
1738,313369,Ryan Gosling,Emma Stone,John Legend,Damien Chazelle
1739,291870,Robert De Niro,Zac Efron,Aubrey Plaza,Dan Mazer
1740,153518,Jason Sudeikis,Josh Gad,Danny McBride,Fergal Reilly
1741,378018,Aaron Poole,Kathleen Munroe,Art Hindle,Jeremy Gillespie
1742,345009,Armie Hammer,Annabelle Wallis,Tom Cullen,Fabio Guaglione
1743,339984,Jennifer Garner,Kylie Rogers,Martin Henderson,Patricia Riggen
1744,136799,Anna Kendrick,Justin Timberlake,Zooey Deschanel,Mike Mitchell
1745,205584,Nikolaj Coster-Waldau,Brenton Thwaites,Gerard Butler,Alex Proyas
1746,324668,Matt Damon,Tommy Lee Jones,Alicia Vikander,Paul Greengrass
1747,188927,Chris Pine,Zachary Quinto,Karl Urban,Justin Lin
1748,397243,Emile Hirsch,Brian Cox,Ophelia Lovibond,André Øvredal
1749,68735,Travis Fimmel,Paula Patton,Ben Foster,Duncan Jones
1750,286567,Ben Winchell,Josh Brener,Ana Villafañe,Stewart Hendler
1751,345920,Will Smith,Edward Norton,Kate Winslet,David Frankel
1752,267935,Mark Rylance,Ruby Barnhill,Rebecca Hall,Steven Spielberg
1753,258489,Alexander Skarsgård,Christoph Waltz,Samuel L. Jackson,David Yates
1754,267860,Gerard Butler,Aaron Eckhart,Angela Bassett,Babak Najafi
1755,315011,Hiroki Hasegawa,Yutaka Takenouchi,Satomi Ishihara,Hideaki Anno
1756,47933,Liam Hemsworth,Jeff Goldblum,Jessie T. Usher,Roland Emmerich
1757,43074,Kristen Wiig,Melissa McCarthy,Kate McKinnon,Paul Feig
1758,299687,Chloë Grace Moretz,Nick Robinson,Ron Livingston,J Blakeson
1759,302699,Kevin Hart,Dwayne Johnson,Amy Ryan,Rawson Marshall Thurber
1760,291805,Jesse Eisenberg,Mark Ruffalo,Woody Harrelson,Jon M. Chu
1761,377897,Erica Lindbeck,Stephanie Sheh,Jenny Pellicer,Conrad Helten
1762,342473,Elle Fanning,Dane DeHaan,Carly Rae Jepsen,Eric Summer
1763,374205,Kazuya Nakai,Mayumi Tanaka,Akemi Okamura,Hiroaki Miyamoto
1764,332210,Andy Samberg,Katie Crown,Kelsey Grammer,Doug Sweetland
1765,300669,Jane Levy,Dylan Minnette,Daniel Zovatto,Fede Álvarez
1766,330459,Felicity Jones,Diego Luna,Alan Tudyk,Gareth Edwards
1767,375355,Gregg Sulkin,Sienna Guillory,Garrett Clayton,Damien Macé
1768,302946,Ben Affleck,Anna Kendrick,J.K. Simmons,Gavin O'Connor
1769,379291,Stuart Allan,Taissa Farmiga,Jason O'Mara,Sam Liu
1770,409502,Masey McLain,Mark Daugherty,Jennifer O'Neill,Brian Baugh
1771,296524,Mark Wahlberg,Kurt Russell,John Malkovich,Peter Berg
1772,313297,Art Parkinson,Charlize Theron,Brenda Vaccaro,Travis Knight
1773,407375,Chad Michael Collins,Billy Zane,Nick Gomez,Don Michael Paul
1774,335778,Joseph Fiennes,Peter Firth,Cliff Curtis,Kevin Reynolds
1775,363676,Tom Hanks,Aaron Eckhart,Laura Linney,Clint Eastwood
1776,290595,Chris Hemsworth,Charlize Theron,Emily Blunt,Cedric Nicolas-Troyan
1777,262504,Shailene Woodley,Theo James,Miles Teller,Robert Schwentke
1778,381890,Lin Yun,Deng Chao,Kitty Zhang,Stephen Chow
1779,245913,Kevin de Paula,Leonardo Lima Carvalho,Seu Jorge,Jeff Zimbalist
1780,263341,Michelle Yeoh,Donnie Yen,Jason Scott Lee,Yuen Woo-ping
1781,351819,Marlon Wayans,Kali Hawk,Fred Willard,Michael Tiddes
1782,274870,Jennifer Lawrence,Chris Pratt,Michael Sheen,Morten Tyldum
1783,335796,Elizabeth Reaser,Lulu Wilson,Annalise Basso,Mike Flanagan
1784,382190,Rica Matsumoto,Ikue Otani,Mayuki Makiguchi,Kunihiko Yuyama
1785,290250,Russell Crowe,Ryan Gosling,Angourie Rice,Shane Black
1786,332567,Blake Lively,Óscar Jaenada,Janelle Bailey,Jaume Collet-Serra
1787,402331,Scott Adkins,Rhona Mitra,Robert Knepper,Roel Reiné
1788,345911,Teresa Palmer,Maria Bello,Gabriel Bateman,David F. Sandberg
1789,334533,Viggo Mortensen,Samantha Isler,Annalise Basso,Matt Ross
1790,376570,Kate Siegel,John Gallagher Jr.,Samantha Sloyan,Mike Flanagan
1791,58431,Lily James,Sam Riley,Jack Huston,Burr Steers
1792,407655,Sofia Carson,Thomas Law,Jennifer Tilly,Michelle Johnston
1793,366170,Kenjiro Tsuda,Shunsuke Kazama,Hiroki Takahashi,Satoshi Kuwabara
1794,270774,Jackie Chan,Johnny Knoxville,Fan Bingbing,Renny Harlin
1795,310307,Michael Keaton,Nick Offerman,John Carroll Lynch,John Lee Hancock
1796,321258,Lauren Cohan,Rupert Evans,James Russell,William Brent Bell
1797,324670,James Badge Dale,Emily Mortimer,Gonzalo Menendez,Nic Mathieu
1798,262841,Lucas Till,Jane Levy,Amy Ryan,Chris Wedge
1799,379170,Benedict Cumberbatch,Martin Freeman,Una Stubbs,Douglas Mackinnon
1800,347126,Jesse Metcalfe,Robin Givens,Melissa Joan Hart,Harold Cronk
1801,121856,Michael Fassbender,Marion Cotillard,Jeremy Irons,Justin Kurzel
1802,413658,Uriah Shelton,Ni Ni,Dave Bautista,Matthias Hoene
1803,271969,Jack Huston,Pilou Asbæk,Rodrigo Santoro,Timur Bekmambetov
1804,323675,Kevin Hart,Ice Cube,Olivia Munn,Tim Story
1805,346685,Emily Blunt,Rebecca Ferguson,Haley Bennett,Tate Taylor
1806,267193,Sacha Baron Cohen,Mark Strong,Isla Fisher,Louis Leterrier
1807,381341,Giuseppe Battiston,Anna Foglietta,Marco Giallini,Paolo Genovese
1808,316023,Zac Efron,Adam DeVine,Anna Kendrick,Jake Szymanski
1809,308266,Miles Teller,Jonah Hill,Ana de Armas,Todd Phillips
1810,390734,Go Ayano,Shioli Kutsuna,Ayumi Fujimura,Takeshi Nozue
1811,387893,Ray Romano,John Leguizamo,Denis Leary,Ricardo Curtis
1812,356305,Bryan Cranston,James Franco,Zoey Deutch,John Hamburg
1813,384798,Vanessa Kirby,Thure Lindhardt,David Ajala,Steven Gomez
1814,333371,Mary Elizabeth Winstead,John Goodman,John Gallagher Jr.,Dan Trachtenberg
1815,325133,Seth Rogen,Zac Efron,Rose Byrne,Nicholas Stoller
1816,184341,Edgar Ramírez,Robert De Niro,Usher,Jonathan Jakubowicz
1817,360606,Sabrina Carpenter,Sofia Carson,Nikki Hahn,John Schultz
1818,277834,Auli'i Cravalho,Dwayne Johnson,Rachel House,Ron Clements
1819,417047,Erica Lindbeck,Kazumi Evans,Claire Margaret Corlett,Conrad Helten
1820,309886,Mel Gibson,Erin Moriarty,William H. Macy,Jean-François Richet
1821,334543,Dev Patel,Rooney Mara,David Wenham,Garth Davis
1822,415749,Erica Lindbeck,Robbie Daymond,Kimberly Woods,Michael Goguen
1823,333669,Idris Elba,Richard Madden,Charlotte Le Bon,James Watkins
1824,399173,Michelle Rodriguez,Sigourney Weaver,Tony Shalhoub,Walter Hill
1825,405882,Dolph Lundgren,James Chalke,Kristina Klebe,Mike Mendez
1826,393457,Denzel Washington,Viola Davis,Stephen McKinley Henderson,Denzel Washington
1827,382322,Kevin Conroy,Mark Hamill,Tara Strong,Sam Liu
1828,283378,Addison Timlin,Jeremy Irvine,Juliet Aubrey,Scott Hicks
1829,328387,Emma Roberts,Dave Franco,Emily Meade,Henry Joost
1830,415214,Zhang Hanyu,Eddie Peng,Joyce Feng,Dante Lam
1831,376290,Jessica Chastain,Mark Strong,Gugu Mbatha-Raw,John Madden
1832,258230,Lewis MacDougall,Sigourney Weaver,Felicity Jones,J. A. Bayona
1833,393519,Garance Marillier,Ella Rumpf,Rabah Nait Oufella,Julia Ducournau
1834,354282,Kellan Lutz,Daniel MacPherson,Isabel Lucas,Shane Abbess
1835,351339,Jamie Dornan,Cillian Murphy,Charlotte Le Bon,Sean Ellis
1836,382399,Keenan Kampa,Nicholas Galitzine,Jane Seymour,Michael Damian
1837,146198,Casey Affleck,Chiwetel Ejiofor,Anthony Mackie,John Hillcoat
1838,394374,Leonardo Sbaraglia,Pablo Echarri,Clara Lago,Rodrigo Grande
1839,404378,Luke Treadaway,Ruta Gedmintas,Joanne Froggatt,Roger Spottiswoode
1840,346651,Rachel Nichols,Alfie Allen,Missi Pyle,John Suits
1841,207932,Tom Hanks,Felicity Jones,Omar Sy,Ron Howard
1842,340666,Amy Adams,Jake Gyllenhaal,Michael Shannon,Tom Ford
1843,369885,Brad Pitt,Marion Cotillard,Jared Harris,Robert Zemeckis
1844,371645,Sam Neill,Julian Dennison,Rima Te Wiata,Taika Waititi
1845,346364,Jaeden Martell,Sophia Lillis,Jack Dylan Grazer,Andy Muschietti
1846,335984,Ryan Gosling,Harrison Ford,Ana de Armas,Denis Villeneuve
1847,354912,Anthony Gonzalez,Gael García Bernal,Benjamin Bratt,Lee Unkrich
1848,315635,Tom Holland,Michael Keaton,Robert Downey Jr.,Jon Watts
1849,283995,Chris Pratt,Zoe Saldaña,Dave Bautista,James Gunn
1850,324552,Keanu Reeves,Common,Ian McShane,Chad Stahelski
1851,335988,Mark Wahlberg,Anthony Hopkins,Josh Duhamel,Michael Bay
1852,141052,Ben Affleck,Henry Cavill,Amy Adams,Joss Whedon
1853,379149,Pierce Brosnan,Jackie Chan,Rory Fleck-Byrne,Martin Campbell
1854,284053,Chris Hemsworth,Tom Hiddleston,Cate Blanchett,Taika Waititi
1855,370663,Erika Linder,Natalie Krill,Sebastian Pigott,April Mullen
1856,400928,Chris Evans,Mckenna Grace,Lindsay Duncan,Marc Webb
1857,166426,Johnny Depp,Javier Bardem,Geoffrey Rush,Joachim Rønning
1858,321612,Emma Watson,Dan Stevens,Luke Evans,Bill Condon
1859,343668,Taron Egerton,Colin Firth,Julianne Moore,Matthew Vaughn
1860,260514,Owen Wilson,Cristela Alonzo,Chris Cooper,Brian Fee
1861,337339,Vin Diesel,Jason Statham,Dwayne Johnson,F. Gary Gray
1862,341174,Dakota Johnson,Jamie Dornan,Eric Johnson,James Foley
1863,297762,Gal Gadot,Chris Pine,Connie Nielsen,Patty Jenkins
1864,263115,Hugh Jackman,Dafne Keen,Patrick Stewart,James Mangold
1865,396422,Stephanie Sigman,Talitha Bateman,Lulu Wilson,David F. Sandberg
1866,339846,Dwayne Johnson,Zac Efron,Priyanka Chopra Jonas,Seth Gordon
1867,345938,Sam Worthington,Octavia Spencer,Tim McGraw,Stuart Hazeldine
1868,381288,James McAvoy,Anya Taylor-Joy,Betty Buckley,M. Night Shyamalan
1869,397567,Ha Jung-woo,Cha Tae-hyun,Ju Ji-hoon,Kim Yong-hwa
1870,47971,Vin Diesel,Donnie Yen,Ruby Rose,D. J. Caruso
1871,400136,Kevin Dorman,Matthew Mercer,Erin Cahill,Takanori Tsujimoto
1872,298250,Matt Passmore,Tobin Bell,Callum Keith Rennie,Michael Spierig
1873,441168,Haley Pullos,Sasha Clements,Judd Nelson,Vanessa Parise
1874,181808,Mark Hamill,Carrie Fisher,Adam Driver,Rian Johnson
1875,398818,Timothée Chalamet,Armie Hammer,Michael Stuhlbarg,Luca Guadagnino
1876,374720,Fionn Whitehead,Tom Hardy,Mark Rylance,Christopher Nolan
1877,293167,Tom Hiddleston,Samuel L. Jackson,John Goodman,Jordan Vogt-Roberts
1878,126889,Michael Fassbender,Katherine Waterston,Billy Crudup,Ridley Scott
1879,395992,Jake Gyllenhaal,Ryan Reynolds,Rebecca Ferguson,Daniel Espinosa
1880,419430,Daniel Kaluuya,Allison Williams,Bradley Whitford,Jordan Peele
1881,364689,John Cena,Kate McKinnon,Anthony Anderson,Carlos Saldanha
1882,440249,Ginger Lynn Allen,Lisa Ann,Janine Lindemulder,Bryce Wagoner
1883,417320,Dove Cameron,Cameron Boyce,Sofia Carson,Kenny Ortega
1884,281338,Andy Serkis,Woody Harrelson,Steve Zahn,Matt Reeves
1885,406990,Noomi Rapace,Glenn Close,Willem Dafoe,Tommy Wirkola
1886,316029,Hugh Jackman,Zac Efron,Michelle Williams,Michael Gracey
1887,339403,Ansel Elgort,Kevin Spacey,Lily James,Edgar Wright
1888,353486,Dwayne Johnson,Kevin Hart,Jack Black,Jake Kasdan
1889,274857,Charlie Hunnam,Jude Law,Astrid Bergès-Frisbey,Guy Ritchie
1890,391713,Saoirse Ronan,Laurie Metcalf,Tracy Letts,Greta Gerwig
1891,453354,Noée Abita,Juan Cano,Laure Calamy,Léa Mysius
1892,305470,Dacre Montgomery,RJ Cyler,Ludi Lin,Dean Israelite
1893,339964,Dane DeHaan,Cara Delevingne,Clive Owen,Luc Besson
1894,462883,Timothy Omundson,Thaila Ayala,Eric Bauza,Alex Zamm
1895,436931,Rica Matsumoto,Ikue Otani,Megumi Hayashibara,Kunihiko Yuyama
