,Movie ID,Actor 1,Actor 2,Actor 3,Director
1107,65754,Daniel Craig,Rooney Mara,Christopher Plummer,David Fincher
1108,83389,Masami Nagasawa,Junichi Okada,Keiko Takeshita,Goro Miyazaki
1109,38321,Paul Bettany,Karl Urban,Lily Collins,Scott Stewart
1110,40805,Seth Rogen,Jay Chou,Cameron Diaz,Michel Gondry
1111,37958,Henry Cavill,Mickey Rourke,Stephen Dorff,Tarsem Singh
1112,79082,Mayumi Tanaka,Kazuya Nakai,Akemi Okamura,Hiroyuki Satou
1113,60307,Zachary Gordon,Devon Bostick,Robert Capron,David Bowers
1114,39538,Marion Cotillard,Matt Damon,Laurence Fishburne,Steven Soderbergh
1115,44826,Ben Kingsley,Sacha Baron Cohen,Asa Butterfield,Martin Scorsese
1116,65650,Orlando Bloom,Riley Keough,Taraji P. Henson,Lance Daly
1117,38356,Shia LaBeouf,Josh Duhamel,John Turturro,Michael Bay
1118,75948,Jet Li,Eva Huang,Raymond Lam,Tony Ching Siu-Tung
1119,52449,Cameron Diaz,Jason Segel,Justin Timberlake,Jake Kasdan
1120,58233,Rowan Atkinson,Gillian Anderson,Dominic West,Oliver Parker
1121,65291,Nathan Fillion,Jason Isaacs,Elisabeth Moss,Lauren Montgomery
1122,57212,Jeremy Irvine,Peter Mullan,Emily Watson,Steven Spielberg
1123,74018,Lucy Hale,Freddie Stroma,Missi Pyle,Damon Santostefano
1124,60308,Brad Pitt,Jonah Hill,Philip Seymour Hoffman,Bennett Miller
1125,77459,Vanessa Paradis,Matthieu Chedid,Gad Elmaleh,Bibo Bergeron
1126,57089,Hayden Panettiere,Bill Hader,Joan Cusack,Mike Disa
1127,50357,Ryan Robbins,Warren Christie,Lloyd Owen,Gonzalo López-Gallego
1128,94047,Jang Dong-gun,Joe Odagiri,Fan Bingbing,Kang Je-kyu
1129,77499,Diana Kaarina,Rachel Harrison,Lauren Lavoie,Mark Baldo
1130,71689,Vincent Martella,Thomas Brodie-Sangster,Dee Bradley Baker,Dan Povenmire
1131,62206,Jesse Eisenberg,Danny McBride,Aziz Ansari,Ruben Fleischer
1132,71670,Kip Pardue,Brian Hallisay,John Hensley,Scott Spiegel
1133,71469,Emile Hirsch,Rachael Taylor,Olivia Thirlby,Chris Gorak
1134,71325,Ruth Vega Fernandez,Liv Mjönes,Lena Endre,Alexandra-Therese Keining
1135,79218,Billy Gardell,Ray Romano,John Leguizamo,Karen Disher
1136,70868,Sarah Jessica Parker,Pierce Brosnan,Greg Kinnear,Douglas McGrath
1137,57718,Will Ferrell,David Cross,Michelle Belforte,Simon J. Smith
1138,73358,Ralph Fiennes,Rachel Weisz,Bill Nighy,David Hare
1139,74465,Matt Damon,Scarlett Johansson,Thomas Haden Church,Cameron Crowe
1140,59436,Owen Wilson,Rachel McAdams,Kurt Fuller,Woody Allen
1141,77617,Minami Takayama,Wakana Yamazaki,Rikiya Koyama,Yasuichiro Yamamoto
1142,70435,Gina Carano,Michael Fassbender,Ewan McGregor,Steven Soderbergh
1143,76025,Michael Fassbender,Carey Mulligan,James Badge Dale,Steve McQueen
1144,54445,Gabriel Macht,Robert Patrick,Carly Pope,Benny Boom
1145,43959,AnnaSophia Robb,Helen Hunt,Dennis Quaid,Sean McNamara
1146,58231,Nicholas D'Agosto,Josh Gad,Bret Harrison,Phil Dornfeld
1147,76122,Clark Gregg,Maximiliano Hernández,Deborah Knox,Leythum
1148,73723,Danny DeVito,Ed Helms,Zac Efron,Chris Renaud
1149,119321,Frank Welker,Matthew Lillard,Grey DeLisle,Ben Jones
1150,24428,Robert Downey Jr.,Chris Evans,Mark Ruffalo,Joss Whedon
1151,57214,Thomas Mann,Oliver Cooper,Jonathan Daniel Brown,Nima Nourizadeh
1152,1930,Andrew Garfield,Emma Stone,Rhys Ifans,Marc Webb
1153,49026,Christian Bale,Michael Caine,Gary Oldman,Christopher Nolan
1154,112160,Mathias Melloul,Valérie Maës,Stephan Hersoen,Jean-Marc Barr
1155,62177,Kelly Macdonald,Billy Connolly,Emma Thompson,Brenda Chapman
1156,49051,Ian McKellen,Martin Freeman,Richard Armitage,Peter Jackson
1157,75780,Tom Cruise,Rosamund Pike,Richard Jenkins,Christopher McQuarrie
1158,118412,Hiroaki Iwanaga,Takahiro Sakurai,Toa Yukinari,Toshiyuki Kubooka
1159,50620,Robert Pattinson,Kristen Stewart,Taylor Lautner,Bill Condon
1160,125509,Borisa Tyutyundzhieva,Doug Bradley,Roxanne McKee,Declan O'Brien
1161,82690,John C. Reilly,Sarah Silverman,Jack McBrayer,Rich Moore
1162,68718,Jamie Foxx,Christoph Waltz,Leonardo DiCaprio,Quentin Tarantino
1163,130925,Wallace Shawn,Tom Hanks,Tim Allen,Mark A. Walsh
1164,113082,Hiroaki Iwanaga,Takahiro Sakurai,Yuki Kaji,Toshiyuki Kubooka
1165,57800,Ray Romano,John Leguizamo,Denis Leary,Steve Martino
1166,72545,Dwayne Johnson,Josh Hutcherson,Michael Caine,Brad Peyton
1167,133121,Matthew Mercer,Courtenay Taylor,Robin Sachs,Makoto Kamiya
1168,72105,Mark Wahlberg,Mila Kunis,Seth MacFarlane,Seth MacFarlane
1169,115290,Indiana Evans,Brenton Thwaites,Denise Richards,Mikael Salomon
1170,71552,Jason Biggs,Alyson Hannigan,Seann William Scott,Jon Hurwitz
1171,82675,Liam Neeson,Maggie Grace,Famke Janssen,Olivier Megaton
1172,129533,Kelly Sheridan,Jennifer Waris,Ashleigh Ball,Ezekiel Norton
1173,44833,Taylor Kitsch,Tadanobu Asano,Rihanna,Peter Berg
1174,76492,Adam Sandler,Andy Samberg,Selena Gomez,Genndy Tartakovsky
1175,72331,Benjamin Walker,Dominic Cooper,Anthony Mackie,Timur Bekmambetov
1176,118406,Junko Takeuchi,Chie Nakamura,Toshiyuki Morikawa,Hayato Date
1177,80321,Ben Stiller,Chris Rock,David Schwimmer,Conrad Vernon
1178,82881,Mandy Moore,Zachary Levi,Alan Dale,Byron Howard
1179,70981,Noomi Rapace,Michael Fassbender,Logan Marshall-Green,Ridley Scott
1180,75258,Mae Whitman,Lucy Hale,Timothy Dalton,Peggy Holmes
1181,91342,Kelly Sheridan,Ashleigh Ball,Kathleen Barr,William Lau
1182,49529,Taylor Kitsch,Lynn Collins,Samantha Morton,Andrew Stanton
1183,87428,Adam Sandler,Andy Samberg,Susan Sarandon,Sean Anders
1184,76163,Sylvester Stallone,Jason Statham,Jet Li,Simon West
1185,52520,Kate Beckinsale,Stephen Rea,Michael Ealy,Måns Mårlind
1186,41154,Will Smith,Tommy Lee Jones,Josh Brolin,Barry Sonnenfeld
1187,57165,Sam Worthington,Liam Neeson,Ralph Fiennes,Jonathan Liebesman
1188,87827,Suraj Sharma,Irrfan Khan,Ayush Tandon,Ang Lee
1189,84892,Logan Lerman,Emma Watson,Ezra Miller,Stephen Chbosky
1190,37724,Daniel Craig,Judi Dench,Javier Bardem,Sam Mendes
1191,58595,Kristen Stewart,Chris Hemsworth,Charlize Theron,Rupert Sanders
1192,81188,Chris Pine,Alec Baldwin,Jude Law,Peter Ramsey
1193,64635,Colin Farrell,Jessica Biel,Kate Beckinsale,Len Wiseman
1194,82507,Ethan Hawke,Juliet Rylance,Vincent D'Onofrio,Scott Derrickson
1195,76726,Dane DeHaan,Alex Russell,Michael B. Jordan,Josh Trank
1196,83201,Antonio Banderas,Gilles Marini,Charlotte Newhouse,Raman Hui
1197,77877,Zac Efron,Taylor Schilling,Blythe Danner,Scott Hicks
1198,107257,Barbara Niven,Jessica Clark,John Heard,Nicole Conn
1199,72387,Jason Statham,Chris Sarandon,James Hong,Boaz Yakin
1200,80389,Mel Gibson,Kevin Hernandez,Daniel Giménez Cacho,Adrian Grünberg
1201,22970,Kristen Connolly,Fran Kranz,Jesse Williams,Drew Goddard
1202,176983,Mayumi Tanaka,Kazuya Nakai,Akemi Okamura,Tatsuya Nagamine
1203,76493,Sacha Baron Cohen,Ben Kingsley,Anna Faris,Larry Charles
1204,110420,Haru Kuroki,Yukito Nishii,Aoi Miyazaki,Mamoru Hosoda
1205,75174,Liam Neeson,Dermot Mulroney,Frank Grillo,Joe Carnahan
1206,49040,Jeremy Renner,Rachel Weisz,Edward Norton,Tony Gilroy
1207,175168,Alice Ozawa,Asami,Yui Aikawa,Naoyuki Tomomatsu
1208,70160,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Gary Ross
1209,85446,Kathryn McCormick,Ryan Guzman,Misha Gabriel,Scott Speer
1210,59967,Joseph Gordon-Levitt,Bruce Willis,Emily Blunt,Rian Johnson
1211,105965,George Lopez,Frances Fisher,Jake Busey,Lev L. Spiro
1212,98567,Jackie Chan,Anna Yao,Kwon Sang-woo,Jackie Chan
1213,109520,Amber Lynn,Asia Carrera,Mary Carey,Bryce Wagoner
1214,49049,Karl Urban,Olivia Thirlby,Lena Headey,Pete Travis
1215,77174,Kodi Smit-McPhee,Tucker Albrizzi,Jodelle Ferland,Sam Fell
1216,82633,Shia LaBeouf,Tom Hardy,Gary Oldman,John Hillcoat
1217,81796,Guy Pearce,Maggie Grace,Vincent Regan,Stephen St. Leger
1218,87502,Denzel Washington,Don Cheadle,Kelly Reilly,Robert Zemeckis
1219,60747,Chris Hemsworth,Josh Peck,Josh Hutcherson,Dan Bradley
1220,123025,Peter Weller,Ariel Winter,David Selby,Jay Oliva
1221,82695,Hugh Jackman,Russell Crowe,Anne Hathaway,Tom Hooper
1222,76489,Sean Hayes,Will Sasso,Chris Diamantopoulos,Bobby Farrelly
1223,75638,Sigourney Weaver,Robert De Niro,Cillian Murphy,Rodrigo Cortés
1224,82693,Bradley Cooper,Jennifer Lawrence,Robert De Niro,David O. Russell
1225,61012,Adelaide Clemens,Radha Mitchell,Carrie-Anne Moss,M. J. Bassett
1226,64688,Jonah Hill,Channing Tatum,Brie Larson,Phil Lord
1227,94329,Iko Uwais,Joe Taslim,Donny Alamsyah,Gareth Evans
1228,76589,Kevin Conroy,Tim Daly,Susan Eisenberg,Lauren Montgomery
1229,80278,Naomi Watts,Ewan McGregor,Tom Holland,J. A. Bayona
1230,62214,Charlie Tahan,Catherine O'Hara,Martin Short,Tim Burton
1231,71668,Danielle Panabaker,Matt Bush,Katrina Bowden,John Gulager
1232,82990,Katie Featherston,Kathryn Newton,Matt Shively,Henry Joost
1233,80280,Leticia Dolera,Diego Martín,Ismael Martínez,Paco Plaza
1234,78215,Stig Henrik Hoff,Lachlan Nieboer,Rupert Grint,Petter Næss
1235,114478,Luci Christian,David Anthony Matranga,Justin Doran,Shinji Aramaki
1236,121734,Óscar Barberán,Michelle Jenner,José Mota,Enrique Gato
1237,114150,Anna Kendrick,Brittany Snow,Anna Camp,Jason Moore
1238,167313,Debi Derryberry,Ogie Banks,Jonathan Lipow,Steve Sacks
1239,118957,Sharni Vinson,Phoebe Tonkin,Julian McMahon,Kimble Rendall
1240,72431,Bryan Cranston,David Oyelowo,Cuba Gooding Jr.,Anthony Hemingway
1241,75629,Megumi Ogata,Yuko Miyamura,Akira Ishida,Hideaki Anno
1242,77930,Channing Tatum,Matthew McConaughey,Alex Pettyfer,Steven Soderbergh
1243,82650,Zachary Gordon,Steve Zahn,Devon Bostick,David Bowers
1244,127533,Takeru Satoh,Emi Takei,Koji Kikkawa,Keishi Otomo
1245,49527,Sam Worthington,Elizabeth Banks,Jamie Bell,Asger Leth
1246,80035,Ben Stiller,Vince Vaughn,Jonah Hill,Akiva Schaffer
1247,127493,Nicolas Cage,Sami Gayle,Josh Lucas,Simon West
1248,122583,Minami Takayama,Kappei Yamaguchi,Wakana Yamazaki,Yasuichiro Yamamoto
1249,80585,Julianne Hough,Diego Boneta,Tom Cruise,Adam Shankman
1250,62213,Johnny Depp,Michelle Pfeiffer,Helena Bonham Carter,Tim Burton
1251,87825,Clint Eastwood,Amy Adams,Justin Timberlake,Robert Lorenz
1252,134375,Christian Martyn,Eddie Steeples,Jodelle Ferland,Peter Hewitt
1253,59962,Reese Witherspoon,Chris Pine,Tom Hardy,McG
1254,62764,Lily Collins,Julia Roberts,Armie Hammer,Tarsem Singh
1255,83542,Tom Hanks,Halle Berry,Jim Broadbent,Tom Tykwer
1256,77883,Jeffrey Dean Morgan,Kyra Sedgwick,Natasha Calis,Ole Bornedal
1257,97630,Jessica Chastain,Jason Clarke,Kyle Chandler,Kathryn Bigelow
1258,103663,Mads Mikkelsen,Thomas Bo Larsen,Annika Wedderkopp,Thomas Vinterberg
1259,93856,Jesse McCartney,Devin Kelley,Jonathan Sadowski,Bradley Parker
1260,126319,Anne-Marie Loop,Lambert Wilson,Pauline Brunner,Stéphane Aubier
1261,122857,Jean-Claude Van Damme,Scott Adkins,Dolph Lundgren,John Hyams
1262,77866,Mark Wahlberg,Kate Beckinsale,Ben Foster,Baltasar Kormákur
1263,97430,RZA,Russell Crowe,Lucy Liu,RZA
1264,80271,Miley Cyrus,Demi Moore,Douglas Booth,Lisa Azuelos
1265,87826,Kevin James,Salma Hayek Pinault,Henry Winkler,Frank Coraci
1266,127521,Jean-Claude Van Damme,Kris Van Damme,Bianca Bree,Ernie Barbarash
1267,78049,Victor Webster,Bostin Christopher,Temuera Morrison,Roel Reiné
1268,47964,Bruce Willis,Jai Courtney,Sebastian Koch,John Moore
1269,106646,Leonardo DiCaprio,Jonah Hill,Margot Robbie,Martin Scorsese
1270,138843,Patrick Wilson,Vera Farmiga,Lili Taylor,James Wan
1271,169934,Tessyo Genda,Keiji Fujiwara,Miyu Irino,Hiroshi Hamasaki
1272,91586,Patrick Wilson,Rose Byrne,Lin Shaye,James Wan
1273,109445,Kristen Bell,Idina Menzel,Jonathan Groff,Chris Buck
1274,72190,Brad Pitt,Mireille Enos,Daniella Kertesz,Marc Forster
1275,68721,Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle,Shane Black
1276,49521,Henry Cavill,Amy Adams,Michael Shannon,Zack Snyder
1277,249397,Charlotte Gainsbourg,Stellan Skarsgård,Shia LaBeouf,Lars von Trier
1278,109418,Adam Sandler,Kevin James,Chris Rock,Dennis Dugan
1279,68726,Charlie Hunnam,Rinko Kikuchi,Idris Elba,Guillermo del Toro
1280,62211,Billy Crystal,John Goodman,Steve Buscemi,Dan Scanlon
1281,76338,Chris Hemsworth,Natalie Portman,Tom Hiddleston,Alan Taylor
1282,93456,Steve Carell,Kristen Wiig,Benjamin Bratt,Pierre Coffin
1283,4258,Ashley Tisdale,Simon Rex,Gracie Whitton,Malcolm D. Lee
1284,204082,Jason Statham,James Franco,Izabela Vidovic,Gary Fleder
1285,57158,Ian McKellen,Martin Freeman,Richard Armitage,Peter Jackson
1286,126963,Masako Nozawa,Koichi Yamadera,Masakazu Morita,Masahiro Hosoda
1287,109439,Bradley Cooper,Ed Helms,Zach Galifianakis,Todd Phillips
1288,139038,Marlon Wayans,Essence Atkins,Nick Swardson,Michael Tiddes
1289,101299,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Francis Lawrence
1290,183011,Justin Chambers,C. Thomas Howell,Michael B. Jordan,Jay Oliva
1291,75656,Woody Harrelson,Morgan Freeman,Jesse Eisenberg,Louis Leterrier
1292,60304,Jeremy Renner,Gemma Arterton,Famke Janssen,Tommy Wirkola
1293,122906,Domhnall Gleeson,Rachel McAdams,Bill Nighy,Richard Curtis
1294,109451,Bill Hader,Anna Faris,James Caan,Cody Cameron
1295,158015,Ethan Hawke,Lena Headey,Max Burkholder,James DeMonaco
1296,117263,Gerard Butler,Aaron Eckhart,Finley Jacobsen,Antoine Fuqua
1297,72559,Dwayne Johnson,Bruce Willis,Jonathan Pryce,Jon M. Chu
1298,207768,Jemma Dallender,Joe Absolom,Aleksandar Aleksiev,Steven R. Monroe
1299,146233,Hugh Jackman,Jake Gyllenhaal,Maria Bello,Denis Villeneuve
1300,49519,Nicolas Cage,Emma Stone,Ryan Reynolds,Chris Sanders
1301,75612,Tom Cruise,Morgan Freeman,Olga Kurylenko,Joseph Kosinski
1302,109428,Jane Levy,Shiloh Fernandez,Lou Taylor Pucci,Fede Álvarez
1303,134374,Mark Wahlberg,Dwayne Johnson,Anthony Mackie,Michael Bay
1304,76617,Alexandra Daddario,Dan Yeager,Trey Songz,John Luessenhop
1305,196254,Kelly Sheridan,Maryke Hendrikse,Tabitha St. Germain,William Lau
1306,138832,Jennifer Aniston,Jason Sudeikis,Emma Roberts,Rawson Marshall Thurber
1307,166666,Antonia Campbell-Hughes,Thure Lindhardt,Trine Dyrholm,Sherry Hormann
1308,138697,Joseph Gordon-Levitt,Scarlett Johansson,Julianne Moore,Joseph Gordon-Levitt
1309,152601,Joaquin Phoenix,Scarlett Johansson,Amy Adams,Spike Jonze
1310,198375,Miyu Irino,Kana Hanazawa,Fumi Hirano,Makoto Shinkai
1311,87421,Vin Diesel,Matt Nable,Katee Sackhoff,David Twohy
1312,76203,Chiwetel Ejiofor,Michael Fassbender,Lupita Nyong'o,Steve McQueen
1313,81005,Eleanor Tomlinson,Nicholas Hoult,Ewan McGregor,Bryan Singer
1314,64682,Leonardo DiCaprio,Tobey Maguire,Carey Mulligan,Baz Luhrmann
1315,173185,Virginie Efira,Pierre Niney,Gilles Cohen,David Moreau
1316,168903,Kelly Sheridan,Katie Crown,Ali Liebert,Owen Hurley
1317,117251,Channing Tatum,Jamie Foxx,Joey King,Roland Emmerich
1318,59859,Aaron Taylor-Johnson,Chloë Grace Moretz,Christopher Mintz-Plasse,Jeff Wadlow
1319,54138,Chris Pine,Zachary Quinto,Benedict Cumberbatch,J.J. Abrams
1320,136418,Jason Statham,Agata Buzek,Vicky McClure,Steven Knight
1321,49524,Jeff Bridges,Ryan Reynolds,Kevin Bacon,Robert Schwentke
1322,193756,Mark Wahlberg,Taylor Kitsch,Emile Hirsch,Peter Berg
1323,133805,Chloë Grace Moretz,Julianne Moore,Gabriella Wilde,Kimberly Peirce
1324,156717,Luke Goss,Ving Rhames,Danny Trejo,Roel Reiné
1325,123553,Lily Collins,Jamie Campbell Bower,Robert Sheehan,Harald Zwart
1326,110415,Chris Evans,Song Kang-ho,John Hurt,Bong Joon-ho
1327,132232,Jessica Chastain,Nikolaj Coster-Waldau,Megan Charpentier,Andy Muschietti
1328,112205,Robert De Niro,Michelle Pfeiffer,Tommy Lee Jones,Luc Besson
1329,200085,Jang Hyuk,Soo Ae,Park Min-ha,Kim Sung-soo
1330,107846,Sylvester Stallone,Arnold Schwarzenegger,Jim Caviezel,Mikael Håfström
1331,68724,Matt Damon,Jodie Foster,Sharlto Copley,Neill Blomkamp
1332,149870,Hideaki Anno,Hidetoshi Nishijima,Miori Takimoto,Hayao Miyazaki
1333,116711,Colin Farrell,Amanda Seyfried,Christoph Waltz,Chris Wedge
1334,167032,Fiona Dourif,Brad Dourif,Danielle Bisutti,Don Mancini
1335,170657,Wen Zhang,Shu Qi,Huang Bo,Stephen Chow
1336,82654,Nicholas Hoult,Teresa Palmer,Lio Tipton,Jonathan Levine
1337,159211,Harriet MacMasters-Green,Sabrina Jolie Perez,Jarreth J. Merz,Christian Bisceglia
1338,168676,Tom Sizemore,Chad Michael Collins,Vinnie Jones,Don Michael Paul
1339,82700,Jaden Smith,Will Smith,Sophie Okonedo,M. Night Shyamalan
1340,153158,David Masajnik,Juan José Campanella,Diego Ramos,Juan José Campanella
1341,57201,Johnny Depp,Armie Hammer,Tom Wilkinson,Gore Verbinski
1342,199534,John Jarratt,Ryan Corr,Ben Gerrard,Greg McLean
1343,77931,Hank Azaria,Neil Patrick Harris,Jayma Mays,Raja Gosnell
1344,102362,Colin Farrell,Noomi Rapace,Terrence Howard,Niels Arden Oplev
1345,184314,Marine Vacth,Géraldine Pailhas,Charlotte Rampling,François Ozon
1346,77950,Ryan Reynolds,Paul Giamatti,Michael Peña,David Soren
1347,96721,Chris Hemsworth,Daniel Brühl,Olivia Wilde,Ron Howard
1348,109414,James Franco,Jonah Hill,Seth Rogen,Seth Rogen
1349,68728,James Franco,Mila Kunis,Rachel Weisz,Sam Raimi
1350,211954,Eugenio Derbez,Loreto Peralta,Jessica Lindsey,Eugenio Derbez
1351,136795,Sandra Bullock,Melissa McCarthy,Demián Bichir,Paul Feig
1352,136400,Denzel Washington,Mark Wahlberg,Paula Patton,Baltasar Kormákur
1353,119283,Jason Statham,Jennifer Lopez,Nick Nolte,Taylor Hackford
1354,146216,Bruce Willis,John Malkovich,Mary-Louise Parker,Dean Parisot
1355,72710,Saoirse Ronan,Diane Kruger,Max Irons,Andrew Niccol
1356,149871,Aki Asakura,Takeo Chii,Nobuko Miyamoto,Isao Takahata
1357,179826,Anton Yelchin,Addison Timlin,Willem Dafoe,Stephen Sommers
1358,220289,Emily Baldoni,Maury Sterling,Nicholas Brendon,James Ward Byrkit
1359,49047,Sandra Bullock,George Clooney,Ed Harris,Alfonso Cuarón
1360,97367,Ryan Gosling,Eva Mendes,Bradley Cooper,Derek Cianfrance
1361,168672,Christian Bale,Bradley Cooper,Amy Adams,David O. Russell
1362,116745,Ben Stiller,Kristen Wiig,Sean Penn,Ben Stiller
1363,184125,Dominic Purcell,Erin Karpluk,Edward Furlong,Uwe Boll
1364,142061,Peter Weller,Ariel Winter,David Selby,Jay Oliva
1365,144288,Hiroaki Iwanaga,Toa Yukinari,Takahiro Sakurai,Toshiyuki Kubooka
1366,76285,Logan Lerman,Brandon T. Jackson,Alexandra Daddario,Thor Freudenthal
1367,76640,Arnold Schwarzenegger,Johnny Knoxville,Jaimie Alexander,Kim Jee-woon
1368,87516,Josh Brolin,Elizabeth Olsen,Sharlto Copley,Spike Lee
1369,151960,Dane Cook,Carlos Alazraqui,Val Kilmer,Klay Hall
1370,158011,Halle Berry,Abigail Breslin,Morris Chestnut,Brad Anderson
1371,109410,Chadwick Boseman,Harrison Ford,Nicole Beharie,Brian Helgeland
1372,150202,Chad Michael Murray,Katee Sackhoff,Abigail Spencer,Tom Elkins
1373,77951,Charlie Rowe,Justin Long,Karl Urban,Barry Cook
1374,212716,Daniel Radcliffe,Zoe Kazan,Megan Park,Michael Dowse
1375,107985,Simon Pegg,Nick Frost,Martin Freeman,Edgar Wright
1376,171581,Mike 'The Miz' Mizanin,Neal McDonough,Ashley Bell,Scott Wiper
1377,64686,Keanu Reeves,Hiroyuki Sanada,Ko Shibasaki,Carl Rinsch
1378,268092,Peter Cullen,Frank Welker,Sumalee Montano,Todd Waterman
1379,180894,Scott Adkins,Kane Kosugi,Shun Sugata,Isaac Florentine
1380,111969,Greg Kinnear,Jennifer Connelly,Lily Collins,Josh Boone
1381,80274,Harrison Ford,Asa Butterfield,Hailee Steinfeld,Gavin Hood
1382,239523,Megumi Han,Ichiro Nagai,Mariya Ise,Keiichiro Kawaguchi
1383,109424,Tom Hanks,Barkhad Abdi,Barkhad Abdirahman,Paul Greengrass
1384,169209,Liam Hemsworth,Dwayne Johnson,Emma Roberts,Dito Montiel
1385,109491,Alden Ehrenreich,Alice Englert,Jeremy Irons,Richard LaGravenese
1386,87818,Emma Stone,Hugh Jackman,Katie Finneran,Griffin Dunne
1387,177888,Ross Lynch,Maia Mitchell,Gracie Gillam,Jeffrey Hornaday
1388,152584,Adèle Exarchopoulos,Léa Seydoux,Salim Kechiouche,Abdellatif Kechiche
1389,109431,Jason Bateman,Melissa McCarthy,Jon Favreau,Seth Gordon
1390,192577,Shun Oguri,Haruma Miura,Yu Aoi,Shinji Aramaki
1391,111190,Naomi Watts,Robin Wright,Xavier Samuel,Anne Fontaine
1392,181886,Jake Gyllenhaal,Mélanie Laurent,Sarah Gadon,Denis Villeneuve
1393,179144,Toni Servillo,Carlo Verdone,Sabrina Ferilli,Paolo Sorrentino
1394,130150,Kate Winslet,Josh Brolin,Gattlin Griffith,Jason Reitman
1395,161143,Ben Stiller,Chris Rock,David Schwimmer,David Soren
1396,203696,Isabella Acres,Troy Baker,Ariel Winter,Victor Cook
1397,217923,Mark Chao,AngelaBaby,William Feng,Tsui Hark
1398,110552,Tony Jaa,Petchtai Wongkamlao,Marrese Crump,Prachya Pinkaew
1399,175574,Owen Wilson,Woody Harrelson,Amy Poehler,Jimmy Hayward
1400,157336,Matthew McConaughey,Anne Hathaway,Jessica Chastain,Christopher Nolan
1401,228150,Brad Pitt,Logan Lerman,Michael Peña,David Ayer
1402,265712,Wasabi Mizuta,Megumi Oohara,Yumi Kakazu,Takashi Yamazaki
1403,177572,Scott Adsit,Ryan Potter,Daniel Henney,Chris Williams
1404,91314,Mark Wahlberg,Stanley Tucci,Kelsey Grammer,Michael Bay
1405,198663,Dylan O'Brien,Kaya Scodelario,Ki Hong Lee,Wes Ball
1406,102382,Andrew Garfield,Emma Stone,Jamie Foxx,Marc Webb
1407,122917,Ian McKellen,Martin Freeman,Richard Armitage,Peter Jackson
1408,98566,Megan Fox,Will Arnett,William Fichtner,Jonathan Liebesman
1409,207703,Taron Egerton,Colin Firth,Samuel L. Jackson,Matthew Vaughn
1410,260346,Liam Neeson,Forest Whitaker,Maggie Grace,Olivier Megaton
1411,184345,Marlon Wayans,Jaime Pressly,Essence Atkins,Michael Tiddes
1412,190859,Bradley Cooper,Sienna Miller,Kyle Gallner,Clint Eastwood
1413,131631,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Francis Lawrence
1414,156022,Denzel Washington,Marton Csokas,Chloë Grace Moretz,Antoine Fuqua
1415,244786,Miles Teller,J.K. Simmons,Paul Reiser,Damien Chazelle
1416,290271,Mayumi Tanaka,Akemi Okamura,Arata Furuta,Naoyuki Itou
1417,245891,Keanu Reeves,Michael Nyqvist,Ian McShane,Chad Stahelski
1418,210577,Ben Affleck,Rosamund Pike,Carrie Coon,David Fincher
1419,270946,Tom McGrath,Chris Miller,Christopher Knights,Eric Darnell
1420,232672,Adam Sandler,Drew Barrymore,Kevin Nealon,Frank Coraci
1421,225886,Cameron Diaz,Jason Segel,Rob Corddry,Jake Kasdan
1422,317442,Junko Takeuchi,Nana Mizuki,Jun Fukuyama,Tsuneo Kobayashi
1423,102651,Angelina Jolie,Elle Fanning,Imelda Staunton,Robert Stromberg
1424,147441,Christian Bale,Joel Edgerton,Ben Kingsley,Ridley Scott
1425,184315,Dwayne Johnson,Ian McShane,John Hurt,Brett Ratner
1426,119450,Andy Serkis,Jason Clarke,Gary Oldman,Matt Reeves
1427,127585,Hugh Jackman,James McAvoy,Patrick Stewart,Bryan Singer
1428,118340,Chris Pratt,Zoe Saldaña,Dave Bautista,James Gunn
